id,name,surname,researchfield,university,age
11794,Lisa C. Q.,Russo-Parker,Health,California Institute of Technology,27
11795,Theo C. R.,Russo-Cruz,IT Management,University of Bristol,31
11796,Eleni P. Y.,Russo-Edwards,Business Products & Services,Johns Hopkins University,41
11797,Ava P. C.,Russo-Collins,Construction,Ghent University,31
11798,Emily,Russo-Reyes,Real Estate,Massachusetts Institute of Technology,48
11799,Paul,Russo-Stewart,Energy,Massachusetts Institute of Technology,41
11800,Katerina I. F.,Russo-Morris,Consumer Products & Services,Eindhoven University of Technology,37
11801,Edward C. C.,Russo-Morales,IT Management,University of Pennsylvania,33
11802,William W. C.,Russo-Murphy,Construction,Georgia Institute of Technology,34
11803,Betty,Russo-Cook,Real Estate,Uppsala University,41
11804,Jason X. H.,Russo-Rogers,Software,Delft University of Technology,42
11805,Ethan S. L.,Russo-Gutierrez,Advertising & Marketing,University of Patras,49
11806,William,Russo-Ortiz,Retail,University of Pennsylvania,51
11807,Christopher H. T.,Russo-Morgan,Human Resources,Uppsala University,42
11808,Liam J. Q.,Russo-Cooper,Retail,University of Michigan,24
11809,Mary,Russo-Peterson,Health,University of Barcelona,24
11810,James,Russo-Bailey,Food & Beverage,University of Barcelona,50
11811,Nancy M. H.,Russo-Reed,Human Resources,University of Patras,40
11812,Andrew W. W.,Russo-Kelly,Advertising & Marketing,UCL (University College London),45
11813,Ashley,Russo-Howard,Financial Services,University of Barcelona,47
11814,Matthew V. H.,Russo-Ramos,Real Estate,University of Pennsylvania,41
11815,Kimberly A. K.,Russo-Kim,Consumer Products & Services,Georgia Institute of Technology,35
11816,Joseph,Russo-Cox,Health,University of Valencia,24
11817,Evelyn W. T.,Russo-Ward,Business Products & Services,University of Helsinki,30
11818,Marco I. T.,Russo-Richardson,Construction,University of Warsaw,43
11819,James Y. D.,Russo-Watson,Advertising & Marketing,Duke University,33
11820,Donald,Russo-Brooks,Telecommunications,McGill University,26
11821,Thomas U. D.,Russo-Chavez,Financial Services,University of Zurich,32
11822,Lily X. H.,Russo-Wood,Consumer Products & Services,University of Zurich,48
11823,Robert,Russo-James,Media,University of Vienna,26
11824,Sophia R. Y.,Russo-Bennett,Financial Services,London School of Economics and Political Science,30
11825,Steven,Russo-Gray,Software,Sorbonne University,49
11826,Matthew,Russo-Mendoza,Government Services,University of Copenhagen,29
11827,Linda B. M.,Russo-Ruiz,IT System Development,University of Manchester,48
11828,Richard,Russo-Hughes,Construction,University of Glasgow,33
11829,Lisa E. E.,Russo-Price,Construction,Trinity College Dublin,28
11830,Linda U. D.,Russo-Rossi,Health,Heidelberg University,38
11831,Zoe I. U.,Russo-Ferrari,Security,Aarhus University,27
11832,Joshua W. U.,Russo-Bianchi,Business Products & Services,California Institute of Technology,52
11833,Jessica E. C.,Russo-Romano,Health,Princeton University,30
11834,Lisa F. Q.,Russo-Esposito,Engineering,University of Edinburgh,51
11835,Aria L. L.,Russo-Greco,Business Products & Services,University of Zurich,24
11836,John S. G.,Russo-Conti,Construction,Yale University,43
11837,Betty D. I.,Russo-DeLuca,Business Products & Services,Charles University,44
11838,Emily A. I.,Russo-Costa,Construction,University of Zurich,30
11839,David Z. G.,Russo-Silva,Software,Autonomous University of Barcelona,41
11840,Barbara G. G.,Russo-Santos,Retail,Sapienza University of Rome,49
11841,Daniel L. L.,Russo-Ferreira,Financial Services,Carnegie Mellon University,26
11842,Michelle G. R.,Russo-Pereira,Software,University of Glasgow,45
11843,Kimberly R. E.,Russo-Oliveira,Software,Uppsala University,47
11844,Susan D. X.,Russo-Muller,Health,Uppsala University,44
11845,Grace Q. S.,Russo-Schmidt,Advertising & Marketing,University of Edinburgh,33
11846,Joshua W. A.,Russo-Schneider,Construction,ETH Zurich,28
11847,Mark Y. A.,Russo-Fischer,Telecommunications,Trinity College Dublin,27
11848,Linda G. K.,Russo-Weber,Construction,"University of California, Los Angeles",28
11849,David O. M.,Russo-Dubois,Engineering,Trinity College Dublin,53
11850,Sarah,Russo-Moreau,Security,Autonomous University of Barcelona,52
11851,Evelyn K. B.,Russo-Lefevre,Financial Services,University of Edinburgh,25
11852,Leon B. E.,Russo-Laurent,Construction,Imperial College London,27
11853,Joshua,Russo-Leroy,Food & Beverage,University of Lisbon,49
11854,Jennifer P. J.,Russo-Bernard,Education,Duke University,38
11855,Olivia G. Z.,Russo-Petit,Security,Aristotle University of Thessaloniki,42
11856,Jessica T. G.,Russo-Durand,Manufacturing,ETH Zurich,30
11857,Margaret H. F.,Russo-Nowak,Business Products & Services,Sorbonne University,33
11858,Oskar K. Y.,Russo-Kowalski,Business Products & Services,Cornell University,48
11859,Katerina K. P.,Russo-Novak,Business Products & Services,Johns Hopkins University,34
11860,Donald T. L.,Russo-Horvat,Construction,University of British Columbia,50
11861,Mark,Russo-Popescu,Financial Services,University of Toronto,27
11862,Matthew,Russo-Ionescu,Business Products & Services,Cornell University,54
11863,Thomas P. R.,Russo-Papadopoulos,Construction,University of Copenhagen,28
11864,Zoe C. T.,Russo-Georgiou,Consumer Products & Services,ETH Zurich,46
11865,Leon H. Y.,Russo-Nikolaou,Telecommunications,PSL University,32
11866,Susan C. G.,Russo-Kostas,Business Products & Services,University of Porto,45
11867,George X. P.,Russo-Andriou,Software,Northwestern University,49
11868,Noemi H. V.,Russo-Vasileiou,Engineering,Autonomous University of Barcelona,32
11869,Christopher,Ferrari-Smith,Security,University of Barcelona,45
11870,Kimberly,Ferrari-Johnson,Business Products & Services,University of Oxford,31
11871,Daniel,Ferrari-Williams,IT Management,Johns Hopkins University,51
11872,Mateo G. Z.,Ferrari-Brown,Real Estate,Heidelberg University,41
11873,Ryan Q. W.,Ferrari-Jones,Government Services,University of Manchester,37
11874,William,Ferrari-Garcia,Software,National and Kapodistrian University of Athens,47
11875,Betty,Ferrari-Miller,Software,PSL University,48
11876,Benjamin N. Q.,Ferrari-Davis,Consumer Products & Services,University of Glasgow,48
11877,Charles K. B.,Ferrari-Rodriguez,Construction,Autonomous University of Barcelona,48
11878,Richard,Ferrari-Martinez,Construction,Eindhoven University of Technology,52
11879,Lisa W. W.,Ferrari-Hernandez,Construction,Université Paris-Saclay,45
11880,Daniel,Ferrari-Lopez,IT System Development,California Institute of Technology,35
11881,Steven,Ferrari-Gonzalez,Business Products & Services,Jagiellonian University,26
11882,Robert,Ferrari-Wilson,Real Estate,Northwestern University,49
11883,Camila M. G.,Ferrari-Anderson,Health,Politecnico di Milano,24
11884,Jessica,Ferrari-Thomas,Construction,University of Toronto,43
11885,Matthew,Ferrari-Taylor,Government Services,Heidelberg University,46
11886,Steven Z. P.,Ferrari-Moore,Business Products & Services,University of Chicago,31
11887,Aria U. Q.,Ferrari-Jackson,Advertising & Marketing,University of Manchester,45
11888,Nora U. C.,Ferrari-Martin,Business Products & Services,Duke University,37
11889,Andrew E. K.,Ferrari-Lee,Software,University of Patras,33
11890,John F. F.,Ferrari-Perez,Construction,RWTH Aachen University,53
11891,Aria L. K.,Ferrari-Thompson,Logistics & Transportation,"University of California, San Diego",44
11892,Betty,Ferrari-White,Health,Charles University,43
11893,Andreas B. Y.,Ferrari-Harris,Business Products & Services,University of Patras,49
11894,Katerina D. J.,Ferrari-Sanchez,Financial Services,Trinity College Dublin,37
11895,Emily,Ferrari-Clark,Computer Hardware,KTH Royal Institute of Technology,32
11896,Nikolai Q. J.,Ferrari-Ramirez,Software,Delft University of Technology,54
11897,Daniel Y. U.,Ferrari-Lewis,Retail,University of Valencia,40
11898,Jason E. V.,Ferrari-Robinson,Business Products & Services,University of Cambridge,52
11899,Emily,Ferrari-Walker,Financial Services,Carnegie Mellon University,39
11900,Anthony,Ferrari-Young,Government Services,École Polytechnique,35
11901,Sofia S. E.,Ferrari-Allen,Health,California Institute of Technology,34
11902,Emma F. V.,Ferrari-King,Energy,Autonomous University of Barcelona,33
11903,Nancy,Ferrari-Wright,Software,KU Leuven,30
11904,Hugo F. U.,Ferrari-Scott,Food & Beverage,University of Porto,46
11905,Donna,Ferrari-Torres,Logistics & Transportation,McGill University,36
11906,Donald Y. S.,Ferrari-Nguyen,Government Services,University of Glasgow,50
11907,Leon O. H.,Ferrari-Hill,Construction,Imperial College London,37
11908,Linda,Ferrari-Flores,Energy,"University of California, San Diego",47
11909,Michelle,Ferrari-Green,Food & Beverage,London School of Economics and Political Science,39
11910,Susan C. T.,Ferrari-Adams,Real Estate,University of Valencia,27
11911,Lea J. O.,Ferrari-Nelson,Advertising & Marketing,Aarhus University,32
11912,Eleni J. R.,Ferrari-Baker,Construction,Cornell University,52
11913,Grace V. Z.,Ferrari-Hall,Business Products & Services,London School of Economics and Political Science,40
11914,Emily I. C.,Ferrari-Rivera,Government Services,University of Barcelona,53
11915,Donald Q. M.,Ferrari-Campbell,Advertising & Marketing,Cornell University,48
11916,Camila E. T.,Ferrari-Mitchell,Advertising & Marketing,Technical University of Munich,39
11917,Mary G. B.,Ferrari-Carter,Computer Hardware,École Polytechnique,38
11918,Amelia T. L.,Ferrari-Roberts,Telecommunications,PSL University,40
11919,Charlotte Q. W.,Ferrari-Phillips,Human Resources,California Institute of Technology,24
11920,Patricia P. V.,Ferrari-Evans,IT Services,PSL University,36
11921,Amelia Z. A.,Ferrari-Turner,Software,London School of Economics and Political Science,34
11922,Luca I. B.,Ferrari-Diaz,Advertising & Marketing,Georgia Institute of Technology,40
11923,Chloe X. M.,Ferrari-Parker,Logistics & Transportation,University of Copenhagen,36
11924,Patricia U. Y.,Ferrari-Cruz,Government Services,Carnegie Mellon University,28
11925,Christopher,Ferrari-Edwards,Real Estate,University of Cambridge,45
11926,Jessica Y. V.,Ferrari-Collins,Insurance,"University of California, San Diego",42
11927,Donald,Ferrari-Reyes,Logistics & Transportation,Johns Hopkins University,40
11928,Luca I. P.,Ferrari-Stewart,Consumer Products & Services,Leiden University,28
11929,Edward G. I.,Ferrari-Morris,Software,Uppsala University,25
11930,Donald,Ferrari-Morales,Construction,University of Chicago,35
11931,John,Ferrari-Murphy,Business Products & Services,University of Lisbon,28
11932,Jessica K. V.,Ferrari-Cook,Manufacturing,"University of California, Los Angeles",32
11933,Camila C. C.,Ferrari-Rogers,Advertising & Marketing,Carnegie Mellon University,52
11934,Karen,Ferrari-Gutierrez,Media,École Polytechnique,43
11935,Lisa G. Y.,Ferrari-Ortiz,Health,University College Dublin,35
11936,Elena U. M.,Ferrari-Morgan,Software,Princeton University,53
11937,Ava N. U.,Ferrari-Cooper,Construction,Heidelberg University,34
11938,Sarah,Ferrari-Peterson,Software,Northwestern University,31
11939,Barbara,Ferrari-Bailey,Environmental Services,McGill University,36
11940,Sandra,Ferrari-Reed,Financial Services,Aarhus University,26
11941,Matthew E. A.,Ferrari-Kelly,Health,University of Amsterdam,42
11942,Kimberly,Ferrari-Howard,Business Products & Services,California Institute of Technology,52
11943,Isabella P. J.,Ferrari-Ramos,Advertising & Marketing,National and Kapodistrian University of Athens,53
11944,Marco T. R.,Ferrari-Kim,IT Management,Aristotle University of Thessaloniki,25
11945,Emily,Ferrari-Cox,Manufacturing,Autonomous University of Barcelona,39
11946,Paul U. H.,Ferrari-Ward,Insurance,Massachusetts Institute of Technology,47
11947,Emily,Ferrari-Richardson,Travel & Hospitality,Sapienza University of Rome,26
11948,Andreas K. F.,Ferrari-Watson,Financial Services,Stanford University,46
11949,Karen K. D.,Ferrari-Brooks,Government Services,Stockholm University,53
11950,Jennifer,Ferrari-Chavez,Financial Services,Aristotle University of Thessaloniki,51
11951,Emily Q. U.,Ferrari-Wood,Software,University of Toronto,43
11952,Jessica,Ferrari-James,Software,Autonomous University of Barcelona,28
11953,Marco K. M.,Ferrari-Bennett,Manufacturing,Sapienza University of Rome,52
11954,Isabella Y. J.,Ferrari-Gray,Advertising & Marketing,University of Valencia,29
11955,Donna A. S.,Ferrari-Mendoza,IT Management,University of Warwick,32
11956,Robert G. S.,Ferrari-Ruiz,Travel & Hospitality,KU Leuven,35
11957,Matthew,Ferrari-Hughes,Health,"University of California, Berkeley",25
11958,Donna T. J.,Ferrari-Price,Consumer Products & Services,University of Cambridge,31
11959,Giulia D. R.,Ferrari-Rossi,Energy,University of Oslo,54
11960,Christopher,Ferrari-Russo,Food & Beverage,University of Bristol,41
11961,Anthony,Ferrari-Bianchi,Consumer Products & Services,London School of Economics and Political Science,38
11962,Linda,Ferrari-Romano,Software,Eindhoven University of Technology,40
11963,Emily,Ferrari-Esposito,Consumer Products & Services,Stanford University,54
11964,Joseph B. N.,Ferrari-Greco,Real Estate,Columbia University,25
11965,Lisa V. O.,Ferrari-Conti,Real Estate,ETH Zurich,43
11966,James X. A.,Ferrari-DeLuca,Manufacturing,Stockholm University,27
11967,Betty A. Z.,Ferrari-Costa,Business Products & Services,University of Bologna,53
11968,Barbara,Ferrari-Silva,Real Estate,Autonomous University of Barcelona,51
11969,Andrew,Ferrari-Santos,Financial Services,University of Cambridge,54
11970,Matthew T. W.,Ferrari-Ferreira,IT Management,KU Leuven,47
11971,Katerina M. J.,Ferrari-Pereira,Retail,University of Vienna,39
11972,John,Ferrari-Oliveira,Real Estate,Columbia University,30
11973,Andrew D. Y.,Ferrari-Muller,IT Services,University of Warwick,33
11974,George O. W.,Ferrari-Schmidt,Software,University of Pennsylvania,52
11975,Patricia C. D.,Ferrari-Schneider,IT Services,The University of Texas at Austin,50
11976,Isabella Z. B.,Ferrari-Fischer,Logistics & Transportation,California Institute of Technology,42
11977,Michael,Ferrari-Weber,IT Management,PSL University,29
11978,Ava G. K.,Ferrari-Dubois,Construction,Johns Hopkins University,47
11979,Emily S. H.,Ferrari-Moreau,Advertising & Marketing,Stockholm University,49
11980,Joseph,Ferrari-Lefevre,Business Products & Services,University of Barcelona,31
11981,Victoria V. E.,Ferrari-Laurent,Advertising & Marketing,University of Warwick,38
11982,Sarah,Ferrari-Leroy,Business Products & Services,University of Oslo,40
11983,Emily Z. C.,Ferrari-Bernard,Government Services,Sorbonne University,39
11984,William L. R.,Ferrari-Petit,Education,Charles University,37
11985,Marco E. U.,Ferrari-Durand,Business Products & Services,University of Warsaw,54
11986,Jessica,Ferrari-Nowak,Consumer Products & Services,National and Kapodistrian University of Athens,33
11987,Ronald R. X.,Ferrari-Kowalski,Construction,University of Barcelona,42
11988,Steven D. K.,Ferrari-Novak,IT Management,Autonomous University of Barcelona,51
11989,Aria Z. N.,Ferrari-Horvat,Health,RWTH Aachen University,43
11990,Leon N. Y.,Ferrari-Popescu,Construction,Columbia University,34
11991,Leon X. D.,Ferrari-Ionescu,Software,"University of California, Berkeley",30
11992,Aria M. U.,Ferrari-Papadopoulos,Advertising & Marketing,UCL (University College London),42
11993,Leon G. Y.,Ferrari-Georgiou,Retail,Stanford University,36
11994,Brian C. M.,Ferrari-Nikolaou,Real Estate,Trinity College Dublin,30
11995,Elizabeth,Ferrari-Kostas,Financial Services,Sorbonne University,44
11996,Mateo M. Z.,Ferrari-Andriou,Software,University of Chicago,49
11997,Jacob R. Z.,Ferrari-Vasileiou,Human Resources,University of Helsinki,36
11998,James G. V.,Bianchi-Smith,Consumer Products & Services,California Institute of Technology,44
11999,John,Bianchi-Johnson,Energy,EPFL (École Polytechnique Fédérale de Lausanne),29
12000,Ryan V. B.,Bianchi-Williams,Education,KU Leuven,51
12001,Chloe P. M.,Bianchi-Brown,Financial Services,Humboldt University of Berlin,34
12002,Hannah X. D.,Bianchi-Jones,IT Management,Princeton University,44
