id,name,surname,researchfield,university,age
19733,Kimberly,Smith-Harris-Martin,Business Products & Services,University of Michigan,31
19734,Michael,Smith-Harris-Lee,Consumer Products & Services,Autonomous University of Barcelona,32
19735,Joshua,Smith-Harris-Perez,Computer Hardware,University of Helsinki,45
19736,James S. Q.,Smith-Harris-Thompson,IT Management,LMU Munich,25
19737,Grace B. T.,Smith-Harris-White,Software,University of Cambridge,38
19738,Lea M. Q.,Smith-Harris-Sanchez,Health,Charles University,27
19739,Susan O. X.,Smith-Harris-Clark,Insurance,Complutense University of Madrid,48
19740,Barbara R. G.,Smith-Harris-Ramirez,Consumer Products & Services,Technical University of Munich,36
19741,Robert R. V.,Smith-Harris-Lewis,Real Estate,Complutense University of Madrid,28
19742,Marco M. N.,Smith-Harris-Robinson,Real Estate,UCL (University College London),54
19743,Grace C. F.,Smith-Harris-Walker,Health,Aarhus University,34
19744,William A. K.,Smith-Harris-Young,Manufacturing,PSL University,37
19745,Betty D. K.,Smith-Harris-Allen,Health,Johns Hopkins University,31
19746,Charles W. W.,Smith-Harris-King,Business Products & Services,University of Zurich,42
19747,Donna,Smith-Harris-Wright,Logistics & Transportation,University of Cambridge,40
19748,Karen,Smith-Harris-Scott,IT Management,UCL (University College London),27
19749,Lisa,Smith-Harris-Torres,Retail,Massachusetts Institute of Technology,33
19750,Jason Q. D.,Smith-Harris-Nguyen,Food & Beverage,University of British Columbia,46
19751,Benjamin K. M.,Smith-Harris-Hill,Engineering,Sorbonne University,29
19752,Sarah,Smith-Harris-Flores,Engineering,Princeton University,48
19753,Zoe D. J.,Smith-Harris-Green,Food & Beverage,University of Bologna,36
19754,Linda,Smith-Harris-Adams,Security,Carnegie Mellon University,31
19755,Nancy,Smith-Harris-Nelson,Business Products & Services,University of Valencia,54
19756,Donald M. V.,Smith-Harris-Baker,Business Products & Services,EPFL (École Polytechnique Fédérale de Lausanne),32
19757,Katerina J. D.,Smith-Harris-Hall,Health,University of Vienna,37
19758,Ronald X. E.,Smith-Harris-Rivera,Software,University of Michigan,25
19759,Anna A. E.,Smith-Harris-Campbell,Telecommunications,University of Edinburgh,29
19760,Anthony,Smith-Harris-Mitchell,Manufacturing,Harvard University,35
19761,Katerina H. J.,Smith-Harris-Carter,Software,University of Bristol,50
19762,Anna T. M.,Smith-Harris-Roberts,Health,Stanford University,51
19763,Patricia E. B.,Smith-Harris-Phillips,Real Estate,PSL University,24
19764,Paul T. M.,Smith-Harris-Evans,Software,Aarhus University,52
19765,Lea C. I.,Smith-Harris-Turner,Retail,"University of California, Berkeley",28
19766,Sophia Q. U.,Smith-Harris-Diaz,Financial Services,University of Bristol,36
19767,James,Smith-Harris-Parker,Construction,London School of Economics and Political Science,52
19768,Richard,Smith-Harris-Cruz,Consumer Products & Services,University of Toronto,35
19769,Oliver J. D.,Smith-Harris-Edwards,Real Estate,University of Toronto,33
19770,Liam R. V.,Smith-Harris-Collins,Real Estate,Eindhoven University of Technology,43
19771,Mark,Smith-Harris-Reyes,Consumer Products & Services,McGill University,48
19772,Thomas,Smith-Harris-Stewart,Telecommunications,EPFL (École Polytechnique Fédérale de Lausanne),24
19773,Lisa,Smith-Harris-Morris,Insurance,Stanford University,34
19774,George O. Y.,Smith-Harris-Morales,Financial Services,"University of California, Berkeley",52
19775,Grace Z. U.,Smith-Harris-Murphy,Business Products & Services,University of Chicago,38
19776,Joseph C. D.,Smith-Harris-Cook,Government Services,Columbia University,41
19777,Hugo F. S.,Smith-Harris-Rogers,Security,Aarhus University,48
19778,Mary,Smith-Harris-Gutierrez,Consumer Products & Services,National and Kapodistrian University of Athens,46
19779,Matthew M. W.,Smith-Harris-Ortiz,Consumer Products & Services,University of Copenhagen,41
19780,Lea L. F.,Smith-Harris-Morgan,Media,Johns Hopkins University,54
19781,Mateo Z. D.,Smith-Harris-Cooper,Software,University of Chicago,37
19782,Oliver A. L.,Smith-Harris-Peterson,Telecommunications,Autonomous University of Barcelona,48
19783,Edward R. K.,Smith-Harris-Bailey,Human Resources,EPFL (École Polytechnique Fédérale de Lausanne),50
19784,Giannis K. P.,Smith-Harris-Reed,Logistics & Transportation,"University of California, Los Angeles",25
19785,Theo N. Y.,Smith-Harris-Kelly,Business Products & Services,Trinity College Dublin,34
19786,Michelle Z. C.,Smith-Harris-Howard,Advertising & Marketing,RWTH Aachen University,40
19787,Maria C. R.,Smith-Harris-Ramos,Real Estate,Delft University of Technology,50
19788,Ronald W. V.,Smith-Harris-Kim,Financial Services,"University of California, Berkeley",50
19789,Betty Z. B.,Smith-Harris-Cox,Business Products & Services,Harvard University,35
19790,Jessica,Smith-Harris-Ward,IT System Development,Johns Hopkins University,49
19791,Zoe V. X.,Smith-Harris-Richardson,Advertising & Marketing,Leiden University,30
19792,Victoria M. U.,Smith-Harris-Watson,Energy,University of Amsterdam,24
19793,Donald W. I.,Smith-Harris-Brooks,Advertising & Marketing,University of Edinburgh,40
19794,Matthew G. L.,Smith-Harris-Chavez,Consumer Products & Services,Princeton University,44
19795,Mark Q. N.,Smith-Harris-Wood,Government Services,Carnegie Mellon University,33
19796,Nora M. O.,Smith-Harris-James,Advertising & Marketing,Stanford University,32
19797,Emily,Smith-Harris-Bennett,Advertising & Marketing,Cornell University,50
19798,Joshua T. F.,Smith-Harris-Gray,Government Services,University of British Columbia,43
19799,Nancy,Smith-Harris-Mendoza,Retail,University of Manchester,24
19800,Elizabeth,Smith-Harris-Ruiz,Business Products & Services,Stanford University,39
19801,Betty,Smith-Harris-Hughes,Financial Services,Complutense University of Madrid,47
19802,Giannis V. G.,Smith-Harris-Price,Advertising & Marketing,The University of Texas at Austin,29
19803,Isabella B. U.,Smith-Harris-Rossi,Software,University of Valencia,47
19804,Ava R. X.,Smith-Harris-Russo,Real Estate,LMU Munich,32
19805,Elijah Z. A.,Smith-Harris-Ferrari,Consumer Products & Services,Sapienza University of Rome,26
19806,Giannis W. A.,Smith-Harris-Bianchi,Human Resources,McGill University,39
19807,Hannah X. W.,Smith-Harris-Romano,Manufacturing,Massachusetts Institute of Technology,48
19808,Theo L. J.,Smith-Harris-Esposito,IT System Development,Trinity College Dublin,31
19809,John,Smith-Harris-Greco,Financial Services,University of Amsterdam,50
19810,Paul T. T.,Smith-Harris-Conti,Software,LMU Munich,31
19811,Michelle H. B.,Smith-Harris-DeLuca,Government Services,University of Bologna,54
19812,Nikolai V. Y.,Smith-Harris-Costa,Consumer Products & Services,The University of Texas at Austin,31
19813,David X. G.,Smith-Harris-Silva,Software,University of Barcelona,40
19814,Emma S. P.,Smith-Harris-Santos,Real Estate,University of Lisbon,36
19815,Evelyn P. W.,Smith-Harris-Ferreira,Government Services,University of Geneva,44
19816,Camila P. Q.,Smith-Harris-Pereira,Construction,University of Oslo,46
19817,Jason O. H.,Smith-Harris-Oliveira,Construction,Trinity College Dublin,24
19818,Ryan N. A.,Smith-Harris-Muller,Advertising & Marketing,Aristotle University of Thessaloniki,37
19819,Jacob T. S.,Smith-Harris-Schmidt,Advertising & Marketing,PSL University,28
19820,Charlotte P. F.,Smith-Harris-Schneider,Business Products & Services,Aarhus University,43
19821,Nancy E. F.,Smith-Harris-Fischer,Manufacturing,ETH Zurich,45
19822,Elena M. K.,Smith-Harris-Weber,Advertising & Marketing,"University of California, Berkeley",28
19823,Joseph,Smith-Harris-Dubois,Advertising & Marketing,Eindhoven University of Technology,36
19824,Karen,Smith-Harris-Moreau,Real Estate,University of British Columbia,48
19825,Mary X. Z.,Smith-Harris-Lefevre,Software,Cornell University,26
19826,Giulia W. M.,Smith-Harris-Laurent,Food & Beverage,Université Paris-Saclay,39
19827,George O. T.,Smith-Harris-Leroy,Business Products & Services,University of Oxford,36
19828,James X. V.,Smith-Harris-Bernard,Food & Beverage,University of Vienna,48
19829,Thomas U. K.,Smith-Harris-Petit,Financial Services,École Polytechnique,31
19830,Mateo O. P.,Smith-Harris-Durand,Health,Technical University of Munich,46
19831,Maria I. Q.,Smith-Harris-Nowak,Environmental Services,Georgia Institute of Technology,35
19832,Ava K. P.,Smith-Harris-Kowalski,Manufacturing,LMU Munich,39
19833,David Y. S.,Smith-Harris-Novak,Financial Services,Technical University of Munich,24
19834,Ava K. I.,Smith-Harris-Horvat,Logistics & Transportation,National and Kapodistrian University of Athens,33
19835,Leon S. X.,Smith-Harris-Popescu,Construction,University of Chicago,51
19836,Benjamin E. S.,Smith-Harris-Ionescu,Consumer Products & Services,University of Oxford,29
19837,Giulia V. S.,Smith-Harris-Papadopoulos,Financial Services,University of Toronto,32
19838,Lea Z. R.,Smith-Harris-Georgiou,Consumer Products & Services,University of Cambridge,41
19839,James,Smith-Harris-Nikolaou,Health,University of Porto,38
19840,Oskar W. I.,Smith-Harris-Kostas,Business Products & Services,Princeton University,45
19841,Nancy,Smith-Harris-Andriou,Consumer Products & Services,Trinity College Dublin,52
19842,Joseph,Smith-Harris-Vasileiou,Health,Yale University,27
19843,Mason L. D.,Smith-Sanchez-Johnson,Computer Hardware,Northwestern University,39
19844,Joshua,Smith-Sanchez-Williams,Business Products & Services,Jagiellonian University,53
19845,Noemi N. K.,Smith-Sanchez-Brown,Human Resources,University of Valencia,42
19846,Donna,Smith-Sanchez-Jones,Retail,PSL University,44
19847,Michael Y. T.,Smith-Sanchez-Garcia,Health,Yale University,45
19848,Mary,Smith-Sanchez-Miller,Government Services,Uppsala University,43
19849,Anthony,Smith-Sanchez-Davis,IT Management,University of British Columbia,40
19850,Sarah O. M.,Smith-Sanchez-Rodriguez,Financial Services,University College Dublin,28
19851,Mateo G. V.,Smith-Sanchez-Martinez,Construction,Jagiellonian University,52
19852,James J. B.,Smith-Sanchez-Hernandez,Construction,University of Oslo,34
19853,Sandra,Smith-Sanchez-Lopez,Business Products & Services,Carnegie Mellon University,29
19854,Jason R. L.,Smith-Sanchez-Gonzalez,Food & Beverage,University of Oslo,35
19855,Luca M. A.,Smith-Sanchez-Wilson,Health,Leiden University,42
19856,Steven,Smith-Sanchez-Anderson,Business Products & Services,Complutense University of Madrid,31
19857,Eleni V. A.,Smith-Sanchez-Thomas,Manufacturing,Jagiellonian University,43
19858,Noemi Q. A.,Smith-Sanchez-Taylor,Retail,University of Edinburgh,44
19859,Ava E. S.,Smith-Sanchez-Moore,Advertising & Marketing,Carnegie Mellon University,44
19860,Liam J. P.,Smith-Sanchez-Jackson,Software,University of Bristol,38
19861,Anna Z. L.,Smith-Sanchez-Martin,Manufacturing,Eindhoven University of Technology,25
19862,Camila H. X.,Smith-Sanchez-Lee,Engineering,University of Pennsylvania,42
19863,Benjamin B. E.,Smith-Sanchez-Perez,Telecommunications,Johns Hopkins University,25
19864,Brian Q. L.,Smith-Sanchez-Thompson,Manufacturing,"University of California, San Diego",54
19865,Sandra W. Q.,Smith-Sanchez-White,Telecommunications,"University of California, San Diego",35
19866,Benjamin A. B.,Smith-Sanchez-Harris,Health,Massachusetts Institute of Technology,36
19867,Nancy B. U.,Smith-Sanchez-Clark,Consumer Products & Services,University College Dublin,45
19868,Kevin F. P.,Smith-Sanchez-Ramirez,Consumer Products & Services,University of Bristol,48
19869,Richard J. D.,Smith-Sanchez-Lewis,Advertising & Marketing,Northwestern University,31
19870,Mason R. X.,Smith-Sanchez-Robinson,Security,RWTH Aachen University,36
19871,Nancy,Smith-Sanchez-Walker,Retail,"University of California, San Diego",49
19872,Patricia,Smith-Sanchez-Young,Engineering,Stanford University,35
19873,Hugo M. B.,Smith-Sanchez-Allen,Human Resources,University of Bristol,28
19874,Joseph U. X.,Smith-Sanchez-King,Logistics & Transportation,École Polytechnique,53
19875,Amelia A. D.,Smith-Sanchez-Wright,Advertising & Marketing,University of Cambridge,32
19876,Thomas,Smith-Sanchez-Scott,Software,Stockholm University,31
19877,Elena E. M.,Smith-Sanchez-Torres,Business Products & Services,"University of California, Los Angeles",48
19878,Sandra,Smith-Sanchez-Nguyen,Financial Services,Sorbonne University,37
19879,Thomas,Smith-Sanchez-Hill,Financial Services,The University of Texas at Austin,40
19880,Ryan D. W.,Smith-Sanchez-Flores,Construction,University of Amsterdam,38
19881,David E. T.,Smith-Sanchez-Green,Business Products & Services,Technical University of Munich,46
19882,Margaret,Smith-Sanchez-Adams,Manufacturing,University of Glasgow,51
19883,Emma S. F.,Smith-Sanchez-Nelson,Construction,Delft University of Technology,26
19884,Sarah M. L.,Smith-Sanchez-Baker,Consumer Products & Services,Humboldt University of Berlin,53
19885,Richard I. M.,Smith-Sanchez-Hall,Business Products & Services,Imperial College London,28
19886,Oskar B. U.,Smith-Sanchez-Rivera,Real Estate,Johns Hopkins University,28
19887,Patricia S. I.,Smith-Sanchez-Campbell,Health,Eindhoven University of Technology,42
19888,Mary P. O.,Smith-Sanchez-Mitchell,Health,University of Amsterdam,47
19889,Donna U. E.,Smith-Sanchez-Carter,Business Products & Services,University of Copenhagen,37
19890,Kimberly P. B.,Smith-Sanchez-Roberts,Software,RWTH Aachen University,24
19891,Charles C. F.,Smith-Sanchez-Phillips,Manufacturing,Harvard University,34
19892,Sandra,Smith-Sanchez-Evans,Logistics & Transportation,University of Manchester,29
19893,Daniel,Smith-Sanchez-Turner,Energy,Harvard University,53
19894,Ashley I. E.,Smith-Sanchez-Diaz,IT Services,UCL (University College London),32
19895,Nora H. E.,Smith-Sanchez-Parker,Travel & Hospitality,Charles University,50
19896,John X. Z.,Smith-Sanchez-Cruz,Advertising & Marketing,Stockholm University,52
19897,Michelle F. H.,Smith-Sanchez-Edwards,Software,Duke University,29
19898,Isabella O. V.,Smith-Sanchez-Collins,IT Management,Harvard University,37
19899,Nancy S. G.,Smith-Sanchez-Reyes,Travel & Hospitality,"University of California, Berkeley",42
19900,Sofia O. M.,Smith-Sanchez-Stewart,Software,University of Edinburgh,29
19901,Ryan V. W.,Smith-Sanchez-Morris,Consumer Products & Services,Uppsala University,40
19902,Sarah A. D.,Smith-Sanchez-Morales,Real Estate,Princeton University,25
19903,Jessica,Smith-Sanchez-Murphy,Health,University of Toronto,41
19904,Sandra,Smith-Sanchez-Cook,Government Services,Sapienza University of Rome,48
19905,Michael,Smith-Sanchez-Rogers,Manufacturing,Imperial College London,39
19906,Olivia W. F.,Smith-Sanchez-Gutierrez,Advertising & Marketing,Duke University,45
19907,Camila G. G.,Smith-Sanchez-Ortiz,Financial Services,Eindhoven University of Technology,43
19908,Luca Q. O.,Smith-Sanchez-Morgan,Government Services,Aarhus University,35
19909,William G. B.,Smith-Sanchez-Cooper,Software,Eindhoven University of Technology,30
19910,Matthew G. Y.,Smith-Sanchez-Peterson,IT Management,ETH Zurich,37
19911,Mary Q. Y.,Smith-Sanchez-Bailey,Retail,University of Cambridge,42
19912,Nora Z. K.,Smith-Sanchez-Reed,Construction,Politecnico di Milano,49
19913,Benjamin F. X.,Smith-Sanchez-Kelly,Consumer Products & Services,Duke University,26
19914,Joshua S. W.,Smith-Sanchez-Howard,Business Products & Services,University of Edinburgh,24
19915,Elena N. Z.,Smith-Sanchez-Ramos,Manufacturing,University of Valencia,52
19916,Luca R. N.,Smith-Sanchez-Kim,Business Products & Services,California Institute of Technology,43
19917,Kimberly G. U.,Smith-Sanchez-Cox,Construction,The University of Texas at Austin,47
19918,Charles J. I.,Smith-Sanchez-Ward,Financial Services,California Institute of Technology,28
19919,Karen,Smith-Sanchez-Richardson,Business Products & Services,RWTH Aachen University,50
19920,Anthony T. T.,Smith-Sanchez-Watson,IT Management,"University of California, San Diego",50
19921,Robert,Smith-Sanchez-Brooks,IT Management,The University of Texas at Austin,31
19922,Lisa A. V.,Smith-Sanchez-Chavez,Consumer Products & Services,PSL University,39
